date,industry,api_requests,p95_latency_ms,new_enterprise_customers_daily,revenue_usd,marketing_spend_usd,gross_margin_pct,data_quality_flag
2026-03-03,PublicSector,549376,579,0,9888.77,94103.29,0.6881,OK
2026-03-03,Manufacturing,500205,481,0,10004.1,94103.29,0.6881,OK
2026-03-04,Finance,1339379,396,1,42860.13,86029.19,0.6861,OK
2026-03-04,Healthcare,821068,446,0,21347.77,86029.19,0.6861,OK
2026-03-04,Retail,617204,502,0,12961.28,86029.19,0.6861,OK
2026-03-04,SaaS,818190,433,0,19636.56,86029.19,0.6861,OK
2026-03-04,PublicSector,524891,558,0,9448.04,86029.19,0.6861,OK
2026-03-04,Manufacturing,582979,492,0,11659.58,86029.19,0.6861,OK
2026-03-05,Finance,1521110,402,0,50622.54,90217.3,0.7101,OK
2026-03-05,Healthcare,812463,426,0,21969.0,90217.3,0.7101,OK
2026-03-05,Retail,667005,498,1,14567.39,90217.3,0.7101,OK
2026-03-05,SaaS,899943,430,0,22462.58,90217.3,0.7101,OK
2026-03-05,PublicSector,635969,558,0,11905.34,90217.3,0.7101,OK
2026-03-05,Manufacturing,621669,487,0,12930.72,90217.3,0.7101,OK
2026-03-06,Finance,1436441,405,1,47804.76,77522.35,0.7102,OK
2026-03-06,Healthcare,760141,450,2,20554.21,77522.35,0.7102,OK
2026-03-06,Retail,630339,505,0,13766.6,77522.35,0.7102,OK
2026-03-06,SaaS,830791,437,1,20736.54,77522.35,0.7102,OK
2026-03-06,PublicSector,516940,561,0,9677.12,77522.35,0.7102,OK
2026-03-06,Manufacturing,595209,514,0,12380.35,77522.35,0.7102,OK
2026-03-07,Finance,1079593,391,0,35928.86,79862.1,0.7064,OK
2026-03-07,Healthcare,612036,465,1,16549.45,79862.1,0.7064,OK
2026-03-07,Retail,569346,514,0,12434.52,79862.1,0.7064,OK
2026-03-07,SaaS,627944,440,0,15673.48,79862.1,0.7064,OK
2026-03-07,PublicSector,400488,559,0,7497.14,79862.1,0.7064,OK
2026-03-07,Manufacturing,466815,508,0,9709.75,79862.1,0.7064,OK
2026-03-08,Finance,1182409,398,1,39350.57,77998.36,0.7119,OK
2026-03-08,Healthcare,656913,429,0,17762.93,77998.36,0.7119,OK
2026-03-08,Retail,538327,497,0,11757.06,77998.36,0.7119,OK
2026-03-08,SaaS,796671,441,0,19884.91,77998.36,0.7119,OK
2026-03-08,PublicSector,390531,545,0,7310.74,77998.36,0.7119,OK
2026-03-08,Manufacturing,485207,496,0,10092.31,77998.36,0.7119,OK
2026-03-09,Finance,1258854,385,0,41894.66,85360.97,0.7119,OK
2026-03-09,Healthcare,672757,440,0,18191.35,85360.97,0.7119,OK
2026-03-09,Retail,572273,511,0,12498.44,85360.97,0.7119,OK
2026-03-09,SaaS,820997,434,0,20492.09,85360.97,0.7119,OK
2026-03-09,PublicSector,487649,560,0,9128.79,85360.97,0.7119,OK
2026-03-09,Manufacturing,485001,496,0,10088.02,85360.97,0.7119,OK
2026-03-10,Finance,1526672,397,0,50807.64,86418.72,0.708,OK
2026-03-10,Healthcare,826362,456,0,22344.83,86418.72,0.708,OK
2026-03-10,Retail,689502,511,0,15058.72,86418.72,0.708,OK
2026-03-10,SaaS,1001620,404,0,25000.44,86418.72,0.708,OK
2026-03-10,PublicSector,564426,554,0,10566.05,86418.72,0.708,OK
2026-03-10,Manufacturing,590869,508,0,12290.08,86418.72,0.708,OK
2026-03-11,Finance,1484194,384,0,49393.98,86123.71,0.7049,OK
2026-03-11,Healthcare,893217,442,0,24152.59,86123.71,0.7049,OK
2026-03-11,Retail,725963,502,0,15855.03,86123.71,0.7049,OK
2026-03-11,SaaS,849250,437,0,21197.28,86123.71,0.7049,OK
2026-03-11,PublicSector,546924,567,0,10238.42,86123.71,0.7049,OK
2026-03-11,Manufacturing,605433,494,0,12593.01,86123.71,0.7049,OK
2026-03-12,Finance,1547740,395,0,51508.79,91869.26,0.6967,OK
2026-03-12,Healthcare,910310,441,0,24614.78,91869.26,0.6967,OK
2026-03-12,Retail,655538,516,1,14316.95,91869.26,0.6967,OK
2026-03-12,SaaS,927095,424,0,23140.29,91869.26,0.6967,OK
2026-03-12,PublicSector,535326,559,0,10021.3,91869.26,0.6967,OK
2026-03-12,Manufacturing,618588,497,0,12866.63,91869.26,0.6967,OK
2026-03-13,Finance,1462106,406,0,48658.89,98717.49,0.7117,OK
2026-03-13,Healthcare,733020,450,0,19820.86,98717.49,0.7117,OK
2026-03-13,Retail,573487,523,0,12524.96,98717.49,0.7117,OK
2026-03-13,SaaS,919235,441,0,22944.11,98717.49,0.7117,OK
2026-03-13,PublicSector,490172,554,0,9176.02,98717.49,0.7117,OK
2026-03-13,Manufacturing,612243,507,0,12734.65,98717.49,0.7117,OK
2026-03-14,Finance,1226584,409,0,40820.72,96016.65,0.7106,OK
2026-03-14,Healthcare,642643,451,1,17377.07,96016.65,0.7106,OK
2026-03-14,Retail,512182,470,0,11186.05,96016.65,0.7106,OK
2026-03-14,SaaS,620350,417,0,15483.94,96016.65,0.7106,OK
2026-03-14,PublicSector,451221,549,0,8446.86,96016.65,0.7106,OK
2026-03-14,Manufacturing,422135,499,0,8780.41,96016.65,0.7106,OK
2026-03-15,Finance,1327599,416,0,44182.49,101203.53,0.7062,OK
2026-03-15,Healthcare,705969,448,0,19089.4,101203.53,0.7062,OK
2026-03-15,Retail,560083,517,0,12232.21,101203.53,0.7062,OK
2026-03-15,SaaS,708414,427,0,17682.01,101203.53,0.7062,OK
2026-03-15,PublicSector,419793,556,0,7858.52,101203.53,0.7062,OK
2026-03-15,Manufacturing,415659,473,0,8645.71,101203.53,0.7062,OK
2026-03-16,Finance,1317881,395,0,43859.08,91214.31,0.6979,OK
2026-03-16,Healthcare,709306,440,0,19179.63,91214.31,0.6979,OK
2026-03-16,Retail,649002,477,0,14174.2,91214.31,0.6979,OK
2026-03-16,SaaS,795800,434,0,19863.17,91214.31,0.6979,OK
2026-03-16,PublicSector,499236,550,0,9345.7,91214.31,0.6979,OK
2026-03-16,Manufacturing,527471,487,0,10971.4,91214.31,0.6979,OK
2026-03-17,Finance,1549912,409,0,51581.07,94587.29,0.7057,OK
2026-03-17,Healthcare,822070,448,0,22228.77,94587.29,0.7057,OK
2026-03-17,Retail,659411,507,0,14401.54,94587.29,0.7057,OK
2026-03-17,SaaS,910573,434,0,22727.9,94587.29,0.7057,OK
2026-03-17,PublicSector,522941,561,0,9789.46,94587.29,0.7057,OK
2026-03-17,Manufacturing,638108,485,0,13272.65,94587.29,0.7057,OK
2026-03-18,Finance,1521761,404,0,50644.21,86249.28,0.7091,OK
2026-03-18,Healthcare,798437,469,0,21589.74,86249.28,0.7091,OK
2026-03-18,Retail,711616,507,0,15541.69,86249.28,0.7091,OK
2026-03-18,SaaS,890178,439,0,22218.84,86249.28,0.7091,OK
2026-03-18,PublicSector,609127,563,0,11402.86,86249.28,0.7091,OK
2026-03-18,Manufacturing,640914,484,0,13331.01,86249.28,0.7091,OK
2026-03-19,Finance,1502504,383,0,50003.33,80084.34,0.7047,OK
2026-03-19,Healthcare,863617,454,0,23352.2,80084.34,0.7047,OK
2026-03-19,Retail,814504,511,0,17788.77,80084.34,0.7047,OK
2026-03-19,SaaS,884621,417,0,22080.14,80084.34,0.7047,OK
2026-03-19,PublicSector,514883,548,0,9638.61,80084.34,0.7047,OK
2026-03-19,Manufacturing,584558,509,0,12158.81,80084.34,0.7047,OK
2026-03-20,Finance,1377846,417,1,45854.71,78442.49,0.7056,OK
2026-03-20,Healthcare,873686,435,0,23624.47,78442.49,0.7056,OK
2026-03-20,Retail,611267,512,0,13350.07,78442.49,0.7056,OK
2026-03-20,SaaS,932744,431,0,23281.29,78442.49,0.7056,OK
2026-03-20,PublicSector,540386,555,0,10116.03,78442.49,0.7056,OK
2026-03-20,Manufacturing,644897,516,0,13413.86,78442.49,0.7056,OK
2026-03-21,Finance,983078,477,0,32716.84,80403.02,0.6689,OK
2026-03-21,Healthcare,581632,546,0,15727.33,80403.02,0.6689,OK
2026-03-21,Retail,457677,576,0,9995.67,80403.02,0.6689,OK
2026-03-21,SaaS,567482,524,0,14164.35,80403.02,0.6689,OK
2026-03-21,PublicSector,385943,660,0,7224.85,80403.02,0.6689,OK
2026-03-21,Manufacturing,395418,584,0,8224.69,80403.02,0.6689,OK
2026-03-22,Finance,993595,500,0,33066.84,86168.1,0.6769,OK
2026-03-22,Healthcare,546440,521,1,14775.74,86168.1,0.6769,OK
2026-03-22,Retail,454632,581,0,9929.16,86168.1,0.6769,OK
2026-03-22,SaaS,629114,518,0,15702.69,86168.1,0.6769,OK
2026-03-22,PublicSector,345052,652,0,6459.37,86168.1,0.6769,OK
2026-03-22,Manufacturing,406635,576,0,8458.01,86168.1,0.6769,OK
2026-03-23,Finance,1259867,473,0,41928.37,80208.74,0.6775,OK
2026-03-23,Healthcare,688108,553,0,18606.44,80208.74,0.6775,OK
2026-03-23,Retail,491648,582,0,10737.59,80208.74,0.6775,OK
2026-03-23,SaaS,733195,527,0,18300.55,80208.74,0.6775,OK
2026-03-23,PublicSector,427617,665,0,8004.99,80208.74,0.6775,OK
2026-03-23,Manufacturing,433173,593,0,9010.0,80208.74,0.6775,OK
2026-03-24,Finance,1504572,384,0,50072.16,83899.66,0.6978,OK
2026-03-24,Healthcare,853450,458,0,23077.29,83899.66,0.6978,OK
2026-03-24,Retail,683894,497,0,14936.24,83899.66,0.6978,OK
2026-03-24,SaaS,878534,428,0,21928.21,83899.66,0.6978,OK
2026-03-24,PublicSector,587962,561,0,11006.65,83899.66,0.6978,OK
2026-03-24,Manufacturing,620388,506,0,12904.07,83899.66,0.6978,OK
2026-03-25,Finance,1297660,384,0,43186.12,87090.16,0.7075,OK
2026-03-25,Healthcare,786839,442,0,21276.13,87090.16,0.7075,OK
2026-03-25,Retail,658798,505,0,14388.15,87090.16,0.7075,OK
2026-03-25,SaaS,991268,423,0,24742.05,87090.16,0.7075,OK
2026-03-25,PublicSector,570246,564,0,10675.01,87090.16,0.7075,OK
2026-03-25,Manufacturing,662185,497,0,13773.45,87090.16,0.7075,OK
2026-03-26,Finance,1633748,418,0,54371.13,90582.0,0.702,OK
2026-03-26,Healthcare,780382,443,0,21101.53,90582.0,0.702,OK
2026-03-26,Retail,660407,510,0,14423.29,90582.0,0.702,OK
2026-03-26,SaaS,884313,432,0,22072.45,90582.0,0.702,OK
2026-03-26,PublicSector,526937,575,0,9864.26,90582.0,0.702,OK
2026-03-26,Manufacturing,664521,484,0,13822.04,90582.0,0.702,OK
2026-03-27,Finance,1392748,410,0,46350.65,96709.08,0.7113,OK
2026-03-27,Healthcare,708696,452,0,19163.14,96709.08,0.7113,OK
2026-03-27,Retail,608655,518,0,13293.03,96709.08,0.7113,OK
2026-03-27,SaaS,844746,431,0,21084.86,96709.08,0.7113,OK
2026-03-27,PublicSector,489636,572,0,9165.99,96709.08,0.7113,OK
2026-03-27,Manufacturing,550249,493,0,11445.18,96709.08,0.7113,OK
2026-03-28,Finance,1156165,396,0,38477.17,95432.01,0.7097,OK
2026-03-28,Healthcare,636766,447,0,17218.15,95432.01,0.7097,OK
2026-03-28,Retail,539368,506,0,11779.8,95432.01,0.7097,OK
2026-03-28,SaaS,753494,423,0,18807.21,95432.01,0.7097,OK
2026-03-28,PublicSector,388864,545,1,7279.53,95432.01,0.7097,OK
2026-03-28,Manufacturing,450603,473,0,9372.54,95432.01,0.7097,OK
2026-03-29,Finance,1052710,397,0,35034.19,97529.46,0.71,OK
2026-03-29,Healthcare,649038,445,0,17549.99,97529.46,0.71,OK
2026-03-29,Retail,551857,518,0,12052.56,97529.46,0.71,OK
2026-03-29,SaaS,681298,419,0,17005.2,97529.46,0.71,OK
2026-03-29,PublicSector,462238,569,0,8653.1,97529.46,0.71,OK
2026-03-29,Manufacturing,498388,476,0,10366.47,97529.46,0.71,OK
2026-03-30,Finance,1458598,410,0,48542.14,88795.03,0.7065,OK
2026-03-30,Healthcare,809778,452,0,21896.4,88795.03,0.7065,OK
2026-03-30,Retail,592520,506,0,12940.64,88795.03,0.7065,OK
2026-03-30,SaaS,799670,441,0,19959.76,88795.03,0.7065,OK
2026-03-30,PublicSector,485606,546,0,9090.54,88795.03,0.7065,OK
2026-03-30,Manufacturing,505282,489,0,10509.87,88795.03,0.7065,OK
2026-03-31,Finance,1563916,411,0,52047.12,83529.16,0.7104,OK
2026-03-31,Healthcare,857750,459,1,23193.56,83529.16,0.7104,OK
2026-03-31,Retail,708770,505,0,15479.54,83529.16,0.7104,OK
2026-03-31,SaaS,887521,437,0,22152.52,83529.16,0.7104,OK
2026-03-31,PublicSector,580418,542,0,10865.42,83529.16,0.7104,OK
2026-03-31,Manufacturing,560765,487,0,11663.91,83529.16,0.7104,OK
2026-04-01,Finance,1500232,381,0,49927.72,101094.22,0.7039,OK
2026-04-01,Healthcare,827673,463,0,22380.28,101094.22,0.7039,OK
2026-04-01,Retail,749700,510,0,16373.45,101094.22,0.7039,OK
2026-04-01,SaaS,948618,434,1,23677.51,101094.22,0.7039,OK
2026-04-01,PublicSector,521474,554,1,9761.99,101094.22,0.7039,OK
2026-04-01,Manufacturing,660551,505,0,13739.46,101094.22,0.7039,OK
2026-04-02,Finance,1471947,387,0,48986.4,96440.85,0.7164,OK
2026-04-02,Healthcare,810888,446,0,21926.41,96440.85,0.7164,OK
2026-04-02,Retail,688396,505,0,15034.57,96440.85,0.7164,OK
2026-04-02,SaaS,875893,419,0,21862.29,96440.85,0.7164,OK
2026-04-02,PublicSector,508564,543,0,9520.32,96440.85,0.7164,OK
2026-04-02,Manufacturing,558277,486,0,11612.16,96440.85,0.7164,OK
2026-04-03,Finance,1475824,421,1,49115.42,88648.38,0.7064,OK
2026-04-03,Healthcare,824421,465,0,22292.34,88648.38,0.7064,OK
2026-04-03,Retail,664895,500,0,14521.31,88648.38,0.7064,OK
2026-04-03,SaaS,812729,426,0,20285.72,88648.38,0.7064,OK
2026-04-03,PublicSector,446548,557,0,8359.38,88648.38,0.7064,OK
2026-04-03,Manufacturing,575161,491,0,11963.35,88648.38,0.7064,OK
2026-04-04,Finance,1120081,381,0,37276.3,91993.58,0.7064,OK
2026-04-04,Healthcare,673687,423,0,18216.5,91993.58,0.7064,OK
2026-04-04,Retail,488440,498,0,10667.53,91993.58,0.7064,OK
2026-04-04,SaaS,714223,410,0,17827.01,91993.58,0.7064,OK
2026-04-04,PublicSector,453181,559,0,8483.55,91993.58,0.7064,OK
2026-04-04,Manufacturing,460144,488,0,9571.0,91993.58,0.7064,OK
2026-04-05,Finance,1130154,398,0,37611.53,89414.84,0.7155,OK
2026-04-05,Healthcare,686887,454,0,18573.42,89414.84,0.7155,OK
2026-04-05,Retail,585916,504,0,12796.41,89414.84,0.7155,OK
2026-04-05,SaaS,634571,449,0,15838.89,89414.84,0.7155,OK
2026-04-05,PublicSector,417464,564,0,7814.93,89414.84,0.7155,OK
2026-04-05,Manufacturing,440665,477,0,9165.83,89414.84,0.7155,OK
2026-04-06,Finance,1281865,404,1,42660.47,89848.5,0.6999,OK
2026-04-06,Healthcare,765400,438,1,20696.42,89848.5,0.6999,OK
2026-04-06,Retail,646915,502,0,14128.62,89848.5,0.6999,OK
2026-04-06,SaaS,735524,436,0,18358.68,89848.5,0.6999,OK
2026-04-06,PublicSector,507059,548,0,9492.14,89848.5,0.6999,OK
2026-04-06,Manufacturing,557325,494,0,11592.36,89848.5,0.6999,OK
2026-04-07,Finance,1644831,395,0,54739.98,96412.29,0.7115,OK
2026-04-07,Healthcare,864534,444,0,23377.0,96412.29,0.7115,OK
2026-04-07,Retail,788988,510,1,17231.5,96412.29,0.7115,OK
2026-04-07,SaaS,992597,421,0,24775.22,96412.29,0.7115,OK
2026-04-07,PublicSector,559083,561,0,10466.03,96412.29,0.7115,OK
2026-04-07,Manufacturing,548200,492,0,11402.56,96412.29,0.7115,OK
2026-04-08,Finance,1370911,403,0,45623.92,97272.21,0.706,OK
2026-04-08,Healthcare,978098,462,0,26447.77,97272.21,0.706,OK
2026-04-08,Retail,671784,499,0,14671.76,97272.21,0.706,OK
2026-04-08,SaaS,907371,414,0,22647.98,97272.21,0.706,OK
2026-04-08,PublicSector,589028,552,0,11026.6,97272.21,0.706,OK
2026-04-08,Manufacturing,574986,487,0,11959.71,97272.21,0.706,OK
2026-04-09,Finance,1692027,392,0,56310.66,100723.25,0.7103,OK
2026-04-09,Healthcare,866096,438,0,23419.24,100723.25,0.7103,OK
2026-04-09,Retail,693787,505,0,15152.31,100723.25,0.7103,OK
2026-04-09,SaaS,998683,427,0,24927.13,100723.25,0.7103,OK
2026-04-09,PublicSector,572453,542,0,10716.32,100723.25,0.7103,OK
2026-04-09,Manufacturing,614901,512,0,12789.94,100723.25,0.7103,OK
2026-04-10,Finance,1543919,405,0,51381.62,106474.6,0.7101,OK
2026-04-10,Healthcare,814081,439,0,22012.75,106474.6,0.7101,OK
2026-04-10,Retail,624518,530,0,13639.47,106474.6,0.7101,OK
2026-04-10,SaaS,861991,438,0,21515.3,106474.6,0.7101,OK
2026-04-10,PublicSector,506593,548,0,9483.42,106474.6,0.7101,OK
2026-04-10,Manufacturing,565292,514,1,11758.07,106474.6,0.7101,OK
2026-04-11,Finance,1121515,396,0,37324.02,111019.43,0.7027,OK
2026-04-11,Healthcare,626144,451,0,16930.93,111019.43,0.7027,OK
2026-04-11,Retail,533698,490,0,11655.96,111019.43,0.7027,OK
2026-04-11,SaaS,831732,429,0,20760.03,111019.43,0.7027,OK
2026-04-11,PublicSector,433661,567,0,8118.13,111019.43,0.7027,OK
2026-04-11,Manufacturing,487515,480,0,10140.31,111019.43,0.7027,OK
2026-04-12,Finance,1134107,405,0,37743.08,110971.41,0.7008,OK
2026-04-12,Healthcare,778238,455,0,21043.56,110971.41,0.7008,OK
2026-04-12,Retail,514102,500,0,11227.99,110971.41,0.7008,OK
2026-04-12,SaaS,720458,422,0,17982.63,110971.41,0.7008,OK
2026-04-12,PublicSector,458454,554,0,8582.26,110971.41,0.7008,OK
2026-04-12,Manufacturing,480599,472,0,9996.46,110971.41,0.7008,OK
2026-04-13,Finance,1343233,401,0,44702.79,106348.04,0.7013,OK
2026-04-13,Healthcare,770177,461,0,20825.59,106348.04,0.7013,OK
2026-04-13,Retail,654206,500,0,14287.86,106348.04,0.7013,OK
2026-04-13,SaaS,771618,418,1,19259.59,106348.04,0.7013,OK
2026-04-13,PublicSector,480659,557,0,8997.94,106348.04,0.7013,OK
2026-04-13,Manufacturing,556686,502,0,11579.07,106348.04,0.7013,OK
2026-04-14,Finance,1691792,392,0,56302.84,107375.6,0.7014,OK
2026-04-14,Healthcare,797179,440,0,21555.72,107375.6,0.7014,OK
2026-04-14,Retail,734418,526,0,16039.69,107375.6,0.7014,OK
2026-04-14,SaaS,973919,416,0,24309.02,107375.6,0.7014,OK
2026-04-14,PublicSector,583409,560,0,10921.42,107375.6,0.7014,OK
2026-04-14,Manufacturing,606068,491,0,12606.21,107375.6,0.7014,OK
2026-04-15,Finance,1574094,400,0,52385.85,96456.21,0.7104,OK
2026-04-15,Healthcare,837530,449,0,22646.81,96456.21,0.7104,OK
2026-04-15,Retail,748636,519,0,16350.21,96456.21,0.7104,OK
2026-04-15,SaaS,943953,421,0,23561.07,96456.21,0.7104,OK
2026-04-15,PublicSector,535813,559,0,10030.42,96456.21,0.7104,OK
2026-04-15,Manufacturing,573842,518,0,11935.91,96456.21,0.7104,OK
2026-04-16,Finance,1478805,408,0,49214.63,97043.82,0.7101,OK
2026-04-16,Healthcare,747202,433,0,20204.34,97043.82,0.7101,OK
2026-04-16,Retail,742606,512,0,16218.52,97043.82,0.7101,OK
2026-04-16,SaaS,986516,408,0,24623.44,97043.82,0.7101,OK
2026-04-16,PublicSector,605064,547,0,11326.8,97043.82,0.7101,OK
2026-04-16,Manufacturing,591358,485,0,12300.25,97043.82,0.7101,OK
2026-04-17,Finance,1579528,383,0,52566.69,85993.24,0.7151,OK
2026-04-17,Healthcare,758004,442,0,20496.43,85993.24,0.7151,OK
2026-04-17,Retail,645860,510,0,14105.58,85993.24,0.7151,OK
2026-04-17,SaaS,933444,430,0,23298.76,85993.24,0.7151,OK
2026-04-17,PublicSector,472861,550,0,8851.96,85993.24,0.7151,OK
2026-04-17,Manufacturing,556324,477,0,11571.54,85993.24,0.7151,OK
2026-04-18,Finance,1203422,412,0,40049.88,90747.68,0.7156,OK
2026-04-18,Healthcare,674886,445,0,18248.92,90747.68,0.7156,OK
2026-04-18,Retail,538511,496,0,11761.08,90747.68,0.7156,OK
2026-04-18,SaaS,761745,434,0,19013.16,90747.68,0.7156,OK
2026-04-18,PublicSector,478970,563,0,8966.32,90747.68,0.7156,OK
2026-04-18,Manufacturing,521523,475,0,10847.68,90747.68,0.7156,OK
2026-04-19,Finance,1208387,399,0,40215.12,86446.42,0.7114,OK
2026-04-19,Healthcare,711624,431,0,19242.31,86446.42,0.7114,OK
2026-04-19,Retail,506373,494,0,11059.19,86446.42,0.7114,OK
2026-04-19,SaaS,717801,422,0,17916.31,86446.42,0.7114,OK
2026-04-19,PublicSector,457112,535,0,8557.14,86446.42,0.7114,OK
2026-04-19,Manufacturing,508994,493,0,10587.08,86446.42,0.7114,OK
2026-04-20,Finance,1362037,392,0,45328.59,92943.1,0.7132,OK
2026-04-20,Healthcare,828947,445,0,22414.73,92943.1,0.7132,OK
2026-04-20,Retail,616208,516,0,13457.98,92943.1,0.7132,OK
2026-04-20,SaaS,780956,405,0,19492.66,92943.1,0.7132,OK
2026-04-20,PublicSector,467339,535,0,8748.59,92943.1,0.7132,OK
2026-04-20,Manufacturing,596580,521,0,12408.86,92943.1,0.7132,OK
2026-04-21,Finance,1630827,385,0,54273.92,96466.29,0.711,OK
2026-04-21,Healthcare,865934,444,0,23414.86,96466.29,0.711,OK
2026-04-21,Retail,780660,490,0,17049.61,96466.29,0.711,OK
2026-04-21,SaaS,901766,422,0,22508.08,96466.29,0.711,OK
2026-04-21,PublicSector,528300,541,0,9889.78,96466.29,0.711,OK
2026-04-21,Manufacturing,573411,495,0,11926.95,96466.29,0.711,OK
2026-04-22,Finance,1542771,404,0,51343.42,100733.38,0.7093,OK
2026-04-22,Healthcare,907153,445,0,24529.42,100733.38,0.7093,OK
2026-04-22,Retail,737868,530,0,16115.04,100733.38,0.7093,OK
2026-04-22,SaaS,907042,444,0,22639.77,100733.38,0.7093,OK
2026-04-22,PublicSector,516152,591,0,9662.37,100733.38,0.7093,OK
2026-04-22,Manufacturing,570475,493,0,11865.88,100733.38,0.7093,OK
2026-04-23,Finance,1701201,396,0,56615.97,105923.83,0.705,OK
2026-04-23,Healthcare,864228,446,0,23368.73,105923.83,0.705,OK
2026-04-23,Retail,677543,514,0,14797.54,105923.83,0.705,OK
2026-04-23,SaaS,898349,421,0,22422.79,105923.83,0.705,OK
2026-04-23,PublicSector,575457,558,0,10772.56,105923.83,0.705,OK
2026-04-23,Manufacturing,708210,473,0,14730.77,105923.83,0.705,OK
2026-04-24,Finance,1485217,399,0,49428.02,107436.5,0.7108,OK
2026-04-24,Healthcare,836622,440,0,22622.26,107436.5,0.7108,OK
2026-04-24,Retail,621506,510,0,13573.69,107436.5,0.7108,OK
2026-04-24,SaaS,878729,437,0,21933.08,107436.5,0.7108,OK
2026-04-24,PublicSector,586030,535,0,10970.48,107436.5,0.7108,OK
2026-04-24,Manufacturing,635438,488,0,13217.11,107436.5,0.7108,OK
2026-04-25,Finance,1162789,384,0,38697.62,99842.81,0.7076,OK
2026-04-25,Healthcare,631642,443,0,17079.6,99842.81,0.7076,OK
2026-04-25,Retail,552264,502,0,12061.45,99842.81,0.7076,OK
2026-04-25,SaaS,782030,437,0,19519.47,99842.81,0.7076,OK
2026-04-25,PublicSector,434033,547,0,8125.1,99842.81,0.7076,OK
2026-04-25,Manufacturing,448712,502,0,9333.21,99842.81,0.7076,OK
2026-04-26,Finance,1070613,400,1,35630.0,107153.0,0.7238,OK
2026-04-26,Healthcare,661394,433,0,17884.09,107153.0,0.7238,OK
2026-04-26,Retail,591034,497,0,12908.18,107153.0,0.7238,OK
2026-04-26,SaaS,761192,443,0,18999.35,107153.0,0.7238,OK
2026-04-26,PublicSector,456352,542,0,8542.91,107153.0,0.7238,OK
2026-04-26,Manufacturing,514667,490,0,10705.07,107153.0,0.7238,OK
2026-04-27,Finance,1446076,399,0,48125.41,105949.71,0.7088,OK
2026-04-27,Healthcare,828490,435,0,22402.37,105949.71,0.7088,OK
2026-04-27,Retail,621438,491,0,13572.21,105949.71,0.7088,OK
2026-04-27,SaaS,857418,443,0,21401.15,105949.71,0.7088,OK
2026-04-27,PublicSector,537169,539,0,10055.8,105949.71,0.7088,OK
2026-04-27,Manufacturing,553533,495,0,11513.49,105949.71,0.7088,OK
2026-04-28,Finance,1517682,390,0,50508.46,102452.95,0.7163,OK
2026-04-28,Healthcare,834246,429,0,22558.01,102452.95,0.7163,OK
2026-04-28,Retail,754044,498,0,16468.32,102452.95,0.7163,OK
2026-04-28,SaaS,958329,435,0,23919.89,102452.95,0.7163,OK
2026-04-28,PublicSector,585421,580,1,10959.08,102452.95,0.7163,OK
2026-04-28,Manufacturing,632394,494,0,13153.8,102452.95,0.7163,OK
2026-04-29,Finance,1596447,383,0,53129.76,98513.03,0.7091,OK
2026-04-29,Healthcare,861304,456,1,23289.66,98513.03,0.7091,OK
2026-04-29,Retail,669266,501,0,14616.77,98513.03,0.7091,OK
2026-04-29,SaaS,995213,431,0,24840.52,98513.03,0.7091,OK
2026-04-29,PublicSector,585298,546,0,10956.78,98513.03,0.7091,OK
2026-04-29,Manufacturing,634675,494,0,13201.24,98513.03,0.7091,OK
2026-04-30,Finance,1587121,382,0,52819.39,96601.8,0.7123,OK
2026-04-30,Healthcare,878354,431,0,23750.69,96601.8,0.7123,OK
2026-04-30,Retail,685353,510,0,14968.11,96601.8,0.7123,OK
2026-04-30,SaaS,1022863,425,1,25530.66,96601.8,0.7123,OK
2026-04-30,PublicSector,530509,556,0,9931.13,96601.8,0.7123,OK
2026-04-30,Manufacturing,600028,481,0,12480.58,96601.8,0.7123,OK
2026-05-01,Finance,1327215,382,0,44169.72,93118.02,0.7111,OK
2026-05-01,Healthcare,769758,444,0,20814.26,93118.02,0.7111,OK
2026-05-01,Retail,700285,519,0,15294.22,93118.02,0.7111,OK
2026-05-01,SaaS,927772,420,0,23157.19,93118.02,0.7111,OK
2026-05-01,PublicSector,548208,545,0,10262.45,93118.02,0.7111,OK
2026-05-01,Manufacturing,556350,486,0,11572.08,93118.02,0.7111,OK
2026-05-02,Finance,1318433,392,0,43877.45,89240.38,0.7138,OK
2026-05-02,Healthcare,613060,452,0,16577.14,89240.38,0.7138,OK
2026-05-02,Retail,553552,505,0,12089.58,89240.38,0.7138,OK
2026-05-02,SaaS,724951,449,0,18094.78,89240.38,0.7138,OK
2026-05-02,PublicSector,413930,567,0,7748.77,89240.38,0.7138,OK
2026-05-02,Manufacturing,495255,493,0,10301.3,89240.38,0.7138,OK
2026-05-03,Finance,1260705,381,0,41956.26,90585.75,0.7064,OK
2026-05-03,Healthcare,745143,459,0,20148.67,90585.75,0.7064,OK
2026-05-03,Retail,525494,514,0,11476.79,90585.75,0.7064,OK
2026-05-03,SaaS,667116,425,0,16651.22,90585.75,0.7064,OK
2026-05-03,PublicSector,427703,543,0,8006.6,90585.75,0.7064,OK
2026-05-03,Manufacturing,441378,493,0,9180.66,90585.75,0.7064,OK
2026-05-04,Finance,1470882,416,0,48950.95,89210.29,0.7121,OK
2026-05-04,Healthcare,707750,457,0,19137.56,89210.29,0.7121,OK
2026-05-04,Retail,643375,494,0,14051.31,89210.29,0.7121,OK
2026-05-04,SaaS,881068,428,0,21991.46,89210.29,0.7121,OK
