group,value
D,16.718875124652534
D,42.98547894717317
D,41.43938546013186
D,45.54881200575852
D,66.52008220730266
D,20.3788467633515
D,86.01421935384563
D,78.50184445118846
D,63.13410722437163
D,13.026474364939082
D,81.43663882960783
D,24.44913363660708
D,95.4868016153273
D,27.867491254311858
D,23.012440867899347
D,46.80835518973023
D,23.255917160822676
D,28.606322697621913
D,21.061405936647144
D,63.76587093232635
D,57.14256191037489
D,16.838129033667705
D,75.92756363696746
D,33.558511517426766
D,19.521714661574684
D,52.53966750703282
D,43.73036003152133
D,6.477502871453667
D,93.4786579526353
D,28.526526772035965
D,38.38087451012835
D,43.09112297663019
D,68.87669355622036
D,75.58367780915223
D,60.2302776200013
D,5.061436574438078
D,15.369993595447415
D,70.84733682714767
D,45.606756556346696
D,47.553240508677604
D,65.7293627914674
D,60.6632533927902
D,76.34017298217535
D,46.571711411176345
D,43.309684022945106
D,41.44608829436536
D,59.651787551079956
D,77.62527161845347
D,50.366522235302355
D,84.3710225431156
D,36.93120861268761
D,92.1767226291374
D,18.0530546185532
D,26.200761055018717
D,9.37989700133664
D,89.06754154531856
D,48.17033407811258
D,23.86401340270193
D,51.93541794917063
D,54.59204767825693
D,61.60073740626753
D,79.85336189568697
D,31.077002266121575
D,64.6115635593801
D,22.423727240788775
D,43.51055539890785
D,93.11455265332444
D,23.11182226827117
D,76.50016444392423
D,37.627645935477524
D,77.1266006537891
D,77.40297855874414
D,24.97738815824702
D,69.85803393210303
D,15.549472609368918
D,18.73813485519598
D,58.25736955518812
D,84.36023543291739
D,64.29897503218582
D,25.43287764186118
D,5.003668774229964
D,69.54116252830099
D,44.46508204795984
D,50.0652469683488
D,62.285469916549076
D,78.5209994007689
D,45.46918774506014
D,86.15324578531427
D,27.29532489497601
D,15.707451114745886
D,81.97210469545698
D,15.880025761761528
D,50.46806988535349
D,85.21405291590591
D,11.877438130542556
D,71.68880144980876
D,99.99999996971754
D,59.571937915937596
D,87.93431287410338
D,94.68513315004846
D,53.719387179040766
D,89.20584411611877
D,56.35931783727588
D,22.574128121813413
D,17.843643579955277
D,72.22391889582195
D,70.98020315129602
D,79.52765947304707
D,76.53405046477997
D,17.874544020290923
D,23.926225547965842
D,62.923380237830045
D,97.66626764357575
D,96.56115282315456
D,72.51922036299845
D,32.107711653426605
D,22.494456452197156
D,26.935570778108545
D,21.126549470028195
D,90.34761259468068
D,24.972085746372635
D,92.33284456146099
D,24.00325529488426
D,73.11184022640734
D,48.12145826254594
D,54.66078507058072
D,77.91857795252679
D,16.01896524774381
D,68.72185605021382
D,42.41826498150231
D,76.55893544535147
D,78.21750214069607
D,21.12589275896562
D,67.89903277746772
D,21.065745461469177
D,39.31341615225172
D,52.92156075976296
D,75.6602982678604
D,75.70753421761064
D,17.89150088727124
D,70.18294695980467
D,48.18305137103381
D,90.48865007489519
D,25.02155570198862
D,31.398618203249026
D,94.13311908219052
D,81.25878154476172
D,15.206961103515662
D,33.780925030165406
D,66.94144150216542
D,78.35379272287447
D,25.82307115239319
D,85.59906518876981
D,16.578666167393237
D,17.826388002286855
D,83.62157799072638
D,46.606053092927
D,54.15214575277434
D,76.96257770936282
D,24.51791137891491
D,16.186736027304047
D,66.92995057457617
D,77.26666232776292
D,49.354279920547924
D,48.040985136018755
D,18.825773414315773
D,30.528135850095328
D,93.14314251882273
D,33.237773648863254
D,39.9240643182562
D,47.6483640409141
D,26.428126070834274
D,83.99167122871084
D,76.69464457640117
D,30.50263686757875
D,44.72462220946507
D,41.84560026591858
D,48.608944446871696
D,33.685691584109875
D,23.851696484099598
D,83.8442834997896
D,87.41733464061672
D,22.429164833756346
D,42.224015117796114
D,71.37354759671149
D,17.292064850511576
D,82.17932389512586
D,23.19858699944304
D,67.96784692905551
D,5.130002214161652
D,68.53177256422637
D,67.54604632525982
D,64.67087864009402
D,21.132350738285385
D,28.390330334951646
D,52.44478832188518
D,33.28025221078344
D,21.45921319073819
D,82.15978357250142
D,2.783723421248259
D,85.27952413035769
